REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,06-07-18 0:00,8116.52,56.96,TRADE
NSW1,06-07-18 0:30,7894.92,51.34,TRADE
NSW1,06-07-18 1:00,7667.61,53.89,TRADE
NSW1,06-07-18 1:30,7416.41,53.34,TRADE
NSW1,06-07-18 2:00,7215.32,53.99,TRADE
NSW1,06-07-18 2:30,6908.55,53.13,TRADE
NSW1,06-07-18 3:00,6621.95,48.92,TRADE
NSW1,06-07-18 3:30,6491.66,44.02,TRADE
NSW1,06-07-18 4:00,6417.27,48.51,TRADE
NSW1,06-07-18 4:30,6370.07,52.52,TRADE
NSW1,06-07-18 5:00,6442.77,54.29,TRADE
NSW1,06-07-18 5:30,6794.47,53.55,TRADE
NSW1,06-07-18 6:00,7180.06,54.4,TRADE
NSW1,06-07-18 6:30,7840.68,59.05,TRADE
NSW1,06-07-18 7:00,8428.35,63.24,TRADE
NSW1,06-07-18 7:30,8735.65,62.99,TRADE
NSW1,06-07-18 8:00,8991.98,63.5,TRADE
NSW1,06-07-18 8:30,8959.25,61.84,TRADE
NSW1,06-07-18 9:00,8673.67,60.39,TRADE
NSW1,06-07-18 9:30,8633.11,60.6,TRADE
NSW1,06-07-18 10:00,8547.28,60.7,TRADE
NSW1,06-07-18 10:30,8464.82,57.49,TRADE
NSW1,06-07-18 11:00,8381.06,54.52,TRADE
NSW1,06-07-18 11:30,8241.77,53.28,TRADE
NSW1,06-07-18 12:00,8177.85,53.35,TRADE
NSW1,06-07-18 12:30,8143.85,54.36,TRADE
NSW1,06-07-18 13:00,8091.19,53.82,TRADE
NSW1,06-07-18 13:30,8124.33,53.35,TRADE
NSW1,06-07-18 14:00,8035.42,55.24,TRADE
NSW1,06-07-18 14:30,7996.58,54,TRADE
NSW1,06-07-18 15:00,7962.25,53.82,TRADE
NSW1,06-07-18 15:30,8012.12,54.55,TRADE
NSW1,06-07-18 16:00,8176.64,57.23,TRADE
NSW1,06-07-18 16:30,8354.59,59.63,TRADE
NSW1,06-07-18 17:00,8665.91,57.74,TRADE
NSW1,06-07-18 17:30,9080.5,66.32,TRADE
NSW1,06-07-18 18:00,9433.05,84.86,TRADE
NSW1,06-07-18 18:30,9399.06,79.91,TRADE
NSW1,06-07-18 19:00,9255.53,67.79,TRADE
NSW1,06-07-18 19:30,9081.45,62.09,TRADE
NSW1,06-07-18 20:00,8932.28,61.29,TRADE
