REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,02-07-18 0:00,8205.2,61.95,TRADE
NSW1,02-07-18 0:30,7933.55,61.04,TRADE
NSW1,02-07-18 1:00,7700.41,56.74,TRADE
NSW1,02-07-18 1:30,7568.65,59.85,TRADE
NSW1,02-07-18 2:00,7379.07,57,TRADE
NSW1,02-07-18 2:30,7080.82,54.31,TRADE
NSW1,02-07-18 3:00,6935.38,54.1,TRADE
NSW1,02-07-18 3:30,6810.31,52.12,TRADE
NSW1,02-07-18 4:00,6735.89,51.31,TRADE
NSW1,02-07-18 4:30,6826.38,57.94,TRADE
NSW1,02-07-18 5:00,6983.58,59.28,TRADE
NSW1,02-07-18 5:30,7345.26,59.34,TRADE
NSW1,02-07-18 6:00,7791.01,60.95,TRADE
NSW1,02-07-18 6:30,8566.5,72.68,TRADE
NSW1,02-07-18 7:00,9320.48,80.49,TRADE
NSW1,02-07-18 7:30,9883.51,85.61,TRADE
NSW1,02-07-18 8:00,10214.32,202.81,TRADE
NSW1,02-07-18 8:30,10299.65,112.11,TRADE
NSW1,02-07-18 9:00,10108.42,101.14,TRADE
NSW1,02-07-18 9:30,9976.27,105.78,TRADE
NSW1,02-07-18 10:00,9779.86,88.85,TRADE
NSW1,02-07-18 10:30,9632.22,86.36,TRADE
NSW1,02-07-18 11:00,9397.82,80.1,TRADE
NSW1,02-07-18 11:30,9232.97,78.42,TRADE
NSW1,02-07-18 12:00,9058.47,71.52,TRADE
NSW1,02-07-18 12:30,9046.01,69,TRADE
NSW1,02-07-18 13:00,8884.28,66.3,TRADE
NSW1,02-07-18 13:30,8845.63,60.03,TRADE
NSW1,02-07-18 14:00,8875.35,63.46,TRADE
NSW1,02-07-18 14:30,8936.47,67.36,TRADE
NSW1,02-07-18 15:00,9004.29,69.39,TRADE
NSW1,02-07-18 15:30,9055.33,71.15,TRADE
NSW1,02-07-18 16:00,9387.89,85.25,TRADE
NSW1,02-07-18 16:30,9714.91,82.37,TRADE
NSW1,02-07-18 17:00,10245.22,93.65,TRADE
NSW1,02-07-18 17:30,10924.11,100.24,TRADE
NSW1,02-07-18 18:00,11482.31,119.56,TRADE
NSW1,02-07-18 18:30,11470.42,101.11,TRADE
NSW1,02-07-18 19:00,11357.54,95.04,TRADE
NSW1,02-07-18 19:30,11126.48,89.9,TRADE
NSW1,02-07-18 20:00,10875.83,94.69,TRADE
NSW1,02-07-18 20:30,10604.75,88.82,TRADE
NSW1,02-07-18 21:00,10349.98,84.81,TRADE
NSW1,02-07-18 21:30,10017.45,78.33,TRADE
NSW1,02-07-18 22:00,9650.04,71.78,TRADE
NSW1,02-07-18 22:30,9411.82,72,TRADE
NSW1,02-07-18 23:00,9045.04,66.64,TRADE
NSW1,02-07-18 23:30,8906.78,63.62,TRADE
NSW1,09-07-18 0:00,7872.02,50.66,TRADE
NSW1,09-07-18 0:30,7624.74,51.82,TRADE
NSW1,09-07-18 1:00,7490.11,51.01,TRADE
NSW1,09-07-18 1:30,7255.61,54.91,TRADE
NSW1,09-07-18 2:00,7068.18,51.08,TRADE
NSW1,09-07-18 2:30,6818.9,48.75,TRADE
NSW1,09-07-18 3:00,6630.16,48,TRADE
NSW1,09-07-18 3:30,6554.97,49.81,TRADE
NSW1,09-07-18 4:00,6541.05,48.75,TRADE
NSW1,09-07-18 4:30,6588.87,52.79,TRADE
NSW1,09-07-18 5:00,6747.83,53.75,TRADE
NSW1,09-07-18 5:30,7161.92,58.94,TRADE
NSW1,09-07-18 6:00,7625.04,56.63,TRADE
NSW1,09-07-18 6:30,8357.76,60.9,TRADE
NSW1,09-07-18 7:00,9063.39,80.53,TRADE
NSW1,09-07-18 7:30,9568.68,76.23,TRADE
NSW1,09-07-18 8:00,9918.99,89.9,TRADE
NSW1,09-07-18 8:30,10032.2,89.97,TRADE
NSW1,09-07-18 9:00,9842.35,77.36,TRADE
NSW1,09-07-18 9:30,9612.28,64.83,TRADE
NSW1,09-07-18 10:00,9330.03,61.93,TRADE
NSW1,09-07-18 10:30,9116,60.32,TRADE
NSW1,09-07-18 11:00,8851.86,58.26,TRADE
