REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,07-07-18 0:00,8224.54,59.24,TRADE
NSW1,07-07-18 0:30,8008.13,50.45,TRADE
NSW1,07-07-18 1:00,7784.88,50.27,TRADE
NSW1,07-07-18 1:30,7622.09,51.93,TRADE
NSW1,07-07-18 2:00,7346.26,51.2,TRADE
NSW1,07-07-18 2:30,7045.93,52.72,TRADE
NSW1,07-07-18 3:00,6755.35,46.39,TRADE
NSW1,07-07-18 3:30,6514.72,43.75,TRADE
NSW1,07-07-18 4:00,6407.4,48.01,TRADE
NSW1,07-07-18 4:30,6365.28,43.52,TRADE
NSW1,07-07-18 5:00,6411.4,48.08,TRADE
NSW1,07-07-18 5:30,6588.39,46.63,TRADE
NSW1,07-07-18 6:00,6768.05,54.94,TRADE
NSW1,07-07-18 6:30,7046.17,57.79,TRADE
NSW1,07-07-18 7:00,7395.63,46.43,TRADE
NSW1,07-07-18 7:30,7781.66,53.36,TRADE
NSW1,07-07-18 8:00,8211.85,59.58,TRADE
NSW1,07-07-18 8:30,8475.96,61.22,TRADE
NSW1,07-07-18 9:00,8564.82,62.11,TRADE
NSW1,07-07-18 9:30,8585.46,62.75,TRADE
NSW1,07-07-18 10:00,8362.33,58.74,TRADE
NSW1,07-07-18 10:30,8230.71,59.35,TRADE
NSW1,07-07-18 11:00,8054.82,56.58,TRADE
NSW1,07-07-18 11:30,7876.14,45,TRADE
NSW1,07-07-18 12:00,7759.62,45.99,TRADE
NSW1,07-07-18 12:30,7702.39,51.44,TRADE
NSW1,07-07-18 13:00,7649.96,46.38,TRADE
NSW1,07-07-18 13:30,7630.74,50.45,TRADE
NSW1,07-07-18 14:00,7663.97,49.62,TRADE
NSW1,07-07-18 14:30,7819.95,53.18,TRADE
NSW1,07-07-18 15:00,7895.9,53.5,TRADE
NSW1,07-07-18 15:30,7974.22,54.44,TRADE
NSW1,07-07-18 16:00,8233.27,60.63,TRADE
NSW1,07-07-18 16:30,8615.3,61.3,TRADE
NSW1,07-07-18 17:00,9108.79,70.21,TRADE
NSW1,07-07-18 17:30,9655.53,91.54,TRADE
NSW1,07-07-18 18:00,10162.64,107.37,TRADE
NSW1,07-07-18 18:30,10187.54,96.81,TRADE
NSW1,07-07-18 19:00,10029.24,85.78,TRADE
NSW1,07-07-18 19:30,9829.89,66.24,TRADE
NSW1,07-07-18 20:00,9646.15,64.41,TRADE
NSW1,07-07-18 20:30,9491.98,62.95,TRADE
NSW1,07-07-18 21:00,9347.97,60.95,TRADE
NSW1,07-07-18 21:30,9148.29,59.54,TRADE
NSW1,07-07-18 22:00,8947.47,56.89,TRADE
NSW1,07-07-18 22:30,8858.95,61.59,TRADE
NSW1,07-07-18 23:00,8597.08,55.71,TRADE
NSW1,07-07-18 23:30,8525.33,59.55,TRADE
NSW1,14-07-18 0:00,9225.49,90.21,TRADE
NSW1,14-07-18 0:30,8912.82,81.5,TRADE
NSW1,14-07-18 1:00,8705.77,76.93,TRADE
NSW1,14-07-18 1:30,8429.47,68.99,TRADE
NSW1,14-07-18 2:00,8186.81,69.56,TRADE
NSW1,14-07-18 2:30,7917.21,62.92,TRADE
NSW1,14-07-18 3:00,7592.6,63.01,TRADE
NSW1,14-07-18 3:30,7381.68,62.23,TRADE
NSW1,14-07-18 4:00,7179.37,61.44,TRADE
NSW1,14-07-18 4:30,7112.22,61.71,TRADE
NSW1,14-07-18 5:00,7154.14,59.13,TRADE
NSW1,14-07-18 5:30,7324.71,57.62,TRADE
NSW1,14-07-18 6:00,7557.79,59.29,TRADE
NSW1,14-07-18 6:30,7945.37,65.02,TRADE
NSW1,14-07-18 7:00,8367,69,TRADE
NSW1,14-07-18 7:30,8796.07,90.51,TRADE
NSW1,14-07-18 8:00,9322.8,97.4,TRADE
NSW1,14-07-18 8:30,9625,103,TRADE
NSW1,14-07-18 9:00,9732.86,102.54,TRADE
NSW1,14-07-18 9:30,9721.05,96.08,TRADE
NSW1,14-07-18 10:00,9422.38,82.75,TRADE
NSW1,14-07-18 10:30,9145.28,65.27,TRADE
NSW1,14-07-18 11:00,8736.07,55.35,TRADE
NSW1,14-07-18 11:30,8380.6,53.37,TRADE
NSW1,14-07-18 12:00,8055.66,52.52,TRADE
NSW1,14-07-18 12:30,7826.98,52.51,TRADE
NSW1,14-07-18 13:00,7557.52,52.52,TRADE
NSW1,14-07-18 13:30,7498.58,53.44,TRADE
NSW1,14-07-18 14:00,7403.32,52.1,TRADE
NSW1,14-07-18 14:30,7375.92,49.64,TRADE
NSW1,14-07-18 15:00,7495.56,54.42,TRADE
NSW1,14-07-18 15:30,7669.47,54.98,TRADE
NSW1,14-07-18 16:00,8027.65,59.91,TRADE
NSW1,14-07-18 16:30,8454.18,62.04,TRADE
NSW1,14-07-18 17:00,9049.11,84.07,TRADE
NSW1,14-07-18 17:30,9707.05,203.57,TRADE
NSW1,14-07-18 18:00,10411.84,271.85,TRADE
NSW1,14-07-18 18:30,10560.21,216.8,TRADE
NSW1,14-07-18 19:00,10461.8,146.57,TRADE
NSW1,14-07-18 19:30,10365.62,111.08,TRADE
NSW1,14-07-18 20:00,10209.93,117.8,TRADE
NSW1,14-07-18 20:30,10078.35,111.1,TRADE
NSW1,14-07-18 21:00,9954.65,107.31,TRADE
NSW1,14-07-18 21:30,9735.62,107.14,TRADE
NSW1,14-07-18 22:00,9566.16,92.74,TRADE
NSW1,14-07-18 22:30,9512.12,91.29,TRADE
NSW1,14-07-18 23:00,9260.07,84.87,TRADE
NSW1,14-07-18 23:30,9064.63,84.52,TRADE
NSW1,21-07-18 0:00,8980.73,77.48,TRADE
NSW1,21-07-18 0:30,8662.07,77.08,TRADE
NSW1,21-07-18 1:00,8416.71,59.39,TRADE
NSW1,21-07-18 1:30,8195.56,60.46,TRADE
NSW1,21-07-18 2:00,7916.11,60.06,TRADE
NSW1,21-07-18 2:30,7654.7,64.01,TRADE
NSW1,21-07-18 3:00,7394.81,62.75,TRADE
NSW1,21-07-18 3:30,7120.69,62.59,TRADE
NSW1,21-07-18 4:00,7011.98,62.16,TRADE
NSW1,21-07-18 4:30,6939.23,57.02,TRADE
NSW1,21-07-18 5:00,6968.42,57.02,TRADE
NSW1,21-07-18 5:30,7159.74,60.17,TRADE
NSW1,21-07-18 6:00,7354.75,56.87,TRADE
