REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,07-10-18 0:00,7288.48,59.03,
NSW1,07-10-18 0:30,7113.65,61.49,
NSW1,07-10-18 1:00,6919.43,61.33,
NSW1,07-10-18 1:30,6707.47,59.49,
NSW1,07-10-18 2:00,6557.91,61.3,
NSW1,07-10-18 2:30,6311.11,62.16,
NSW1,07-10-18 3:00,6126.16,59.75,
NSW1,07-10-18 3:30,6062.89,64.11,
NSW1,07-10-18 4:00,5977.1,59.67,
NSW1,07-10-18 4:30,6011.01,60.19,
NSW1,07-10-18 5:00,6042.81,59.69,
NSW1,07-10-18 5:30,6154.3,58.61,
NSW1,07-10-18 6:00,6201.29,59.52,
NSW1,07-10-18 6:30,6358.83,54.84,
NSW1,07-10-18 7:00,6498.89,54.26,
NSW1,07-10-18 7:30,6718.54,57.25,
NSW1,07-10-18 8:00,6891.06,56.25,
NSW1,07-10-18 8:30,6990.14,62.04,
NSW1,07-10-18 9:00,7043.63,59.53,
NSW1,07-10-18 9:30,7132.98,61.22,
NSW1,07-10-18 10:00,7096.12,60.98,
NSW1,07-10-18 10:30,7080.4,59.53,
NSW1,07-10-18 11:00,7092.22,59.28,
NSW1,07-10-18 11:30,7066.88,60.8,
NSW1,07-10-18 12:00,7071.27,62.88,
NSW1,07-10-18 12:30,7025.08,60.83,
NSW1,07-10-18 13:00,6960.08,60.47,
NSW1,07-10-18 13:30,6855.73,62.45,
NSW1,07-10-18 14:00,6788.34,61.61,
NSW1,07-10-18 14:30,6835.56,59.11,
NSW1,07-10-18 15:00,6965.78,60.93,
NSW1,07-10-18 15:30,7115.53,60.73,
NSW1,07-10-18 16:00,7264.27,60.33,
NSW1,07-10-18 16:30,7386.54,61.59,
NSW1,07-10-18 17:00,7735.41,93.36,
NSW1,07-10-18 17:30,7989.76,118.86,
NSW1,07-10-18 18:00,8232.43,116.11,
NSW1,07-10-18 18:30,8441.91,142.13,
NSW1,07-10-18 19:00,8404.41,184.75,
NSW1,07-10-18 19:30,8255.33,146.4,
NSW1,07-10-18 20:00,8120.29,103.55,
NSW1,07-10-18 20:30,8000.99,87.1,
NSW1,07-10-18 21:00,7812.1,74.83,
NSW1,07-10-18 21:30,7596.15,70.62,
NSW1,07-10-18 22:00,7432.09,68.05,
NSW1,07-10-18 22:30,7339.02,65.91,
NSW1,07-10-18 23:00,7205.89,63.13,
NSW1,07-10-18 23:30,7012.39,63.16,
NSW1,14-10-18 0:00,6947.18,66.94,
NSW1,14-10-18 0:30,6769.62,57.39,
NSW1,14-10-18 1:00,6622.43,56.74,
NSW1,14-10-18 1:30,6334.02,54.41,
NSW1,14-10-18 2:00,6113.8,46.72,
NSW1,14-10-18 2:30,5966.15,42.26,
NSW1,14-10-18 3:00,5850.34,45.16,
NSW1,14-10-18 3:30,5844.48,48.5,
NSW1,14-10-18 4:00,5797.73,37.65,
NSW1,14-10-18 4:30,5840.02,50.47,
NSW1,14-10-18 5:00,5888.21,46.1,
NSW1,14-10-18 5:30,6031.18,29.3,
NSW1,14-10-18 6:00,6123.22,46.72,
NSW1,14-10-18 6:30,6338.32,52.11,
NSW1,14-10-18 7:00,6532.76,53.36,
NSW1,14-10-18 7:30,6762.53,56.44,
NSW1,14-10-18 8:00,6976.34,62.22,
NSW1,14-10-18 8:30,7103.67,60.33,
NSW1,14-10-18 9:00,7142.46,61.41,
NSW1,14-10-18 9:30,7117.55,60.34,
NSW1,14-10-18 10:00,7034.83,52.17,
NSW1,14-10-18 10:30,7022.14,48.41,
NSW1,14-10-18 11:00,6897.63,47.02,
NSW1,14-10-18 11:30,6819.63,62.51,
NSW1,14-10-18 12:00,6732.92,54.45,
NSW1,14-10-18 12:30,6654.69,58.7,
NSW1,14-10-18 13:00,6674.3,56.39,
NSW1,14-10-18 13:30,6647.42,54.78,
NSW1,14-10-18 14:00,6598.92,53.89,
NSW1,14-10-18 14:30,6624.11,51.76,
NSW1,14-10-18 15:00,6730.18,51.59,
NSW1,14-10-18 15:30,6802.66,50.02,
NSW1,14-10-18 16:00,6989.67,58.9,
NSW1,14-10-18 16:30,7119.8,63.9,
NSW1,14-10-18 17:00,7460.79,74.2,
NSW1,14-10-18 17:30,7664.27,72.17,
NSW1,14-10-18 18:00,7858.08,87.42,
NSW1,14-10-18 18:30,8009.65,138.53,
NSW1,14-10-18 19:00,8045.1,106.02,
NSW1,14-10-18 19:30,7912.07,90.81,
NSW1,14-10-18 20:00,7759.74,77.08,
NSW1,14-10-18 20:30,7642.84,75.92,
NSW1,14-10-18 21:00,7466.92,60.4,
NSW1,14-10-18 21:30,7234.1,58.76,
NSW1,14-10-18 22:00,7150.26,56.34,
NSW1,14-10-18 22:30,7136.33,60.32,
NSW1,14-10-18 23:00,6959.97,56.89,
NSW1,14-10-18 23:30,6828.06,62.6,
NSW1,21-10-18 0:00,6707.07,81.32,
NSW1,21-10-18 0:30,6550.82,74.58,
NSW1,21-10-18 1:00,6400,72.03,
NSW1,21-10-18 1:30,6172.58,70.08,
NSW1,21-10-18 2:00,6012.76,69.3,
NSW1,21-10-18 2:30,5879.28,60.64,
NSW1,21-10-18 3:00,5833.59,63.04,
NSW1,21-10-18 3:30,5827,67.37,
NSW1,21-10-18 4:00,5791.61,61.95,
NSW1,21-10-18 4:30,5832.46,59.62,
NSW1,21-10-18 5:00,5886.64,58.33,
NSW1,21-10-18 5:30,5979.73,58.94,
NSW1,21-10-18 6:00,6140.75,61.06,
NSW1,21-10-18 6:30,6309.78,59.71,
NSW1,21-10-18 7:00,6532.19,60.45,
NSW1,21-10-18 7:30,6689.46,59.94,
NSW1,21-10-18 8:00,6855.16,63.09,
NSW1,21-10-18 8:30,6958.16,66.19,
NSW1,21-10-18 9:00,6997.25,64.57,
NSW1,21-10-18 9:30,7009.46,68.11,
NSW1,21-10-18 10:00,6922.7,67.21,
NSW1,21-10-18 10:30,6982.02,82.47,
NSW1,21-10-18 11:00,6829.26,60.24,
NSW1,21-10-18 11:30,6721.83,59.58,
NSW1,21-10-18 12:00,6694.16,59.52,
NSW1,21-10-18 12:30,6609.83,56.13,
NSW1,21-10-18 13:00,6563.99,54.86,
NSW1,21-10-18 13:30,6504.31,56.83,
NSW1,21-10-18 14:00,6591,66.79,
NSW1,21-10-18 14:30,6663.91,72.68,
NSW1,21-10-18 15:00,6783.97,80.85,
NSW1,21-10-18 15:30,6910.83,77,
NSW1,21-10-18 16:00,7118.96,102.82,
NSW1,21-10-18 16:30,7242.98,65.28,
NSW1,21-10-18 17:00,7499.51,84.11,
NSW1,21-10-18 17:30,7673.85,95.59,
NSW1,21-10-18 18:00,7853.62,146.97,
NSW1,21-10-18 18:30,7875.49,86.21,
NSW1,21-10-18 19:00,7831.73,145.76,
NSW1,21-10-18 19:30,7771.31,90.94,
NSW1,21-10-18 20:00,7542.89,86.08,
NSW1,21-10-18 20:30,7436.35,127.15,
NSW1,21-10-18 21:00,7268.76,88.33,
NSW1,21-10-18 21:30,7151.66,109.17,
NSW1,21-10-18 22:00,7008.07,65.9,
NSW1,21-10-18 22:30,7016.69,67.37,
NSW1,21-10-18 23:00,6883.55,64.64,
NSW1,21-10-18 23:30,6724.37,62.2,
NSW1,28-10-18 0:00,6763.55,61.55,
NSW1,28-10-18 0:30,6675.89,61.47,
NSW1,28-10-18 1:00,6556.52,60.11,
NSW1,28-10-18 1:30,6311.2,66.1,
NSW1,28-10-18 2:00,6120.35,60.4,
NSW1,28-10-18 2:30,6036.78,60.41,
NSW1,28-10-18 3:00,5888.96,59.21,
NSW1,28-10-18 3:30,5873.54,61.28,
NSW1,28-10-18 4:00,5882.28,61.78,
